application_id,application_date,intake_intake_channel,intake_new_customer,intake_lender_segment,intake_region,intake_sector,intake_business_age_years,intake_annual_revenue_gbp,intake_requested_loan_gbp,intake_requested_term_months,intake_loan_purpose,intake_personal_guarantee,intake_collateral_type,intake_bureau_score,intake_ccj_count,intake_default_history,intake_kyc_pass,intake_aml_risk,intake_pep_hit,intake_sanctions_hit,intake_doc_completeness,enrich_dscr,enrich_leverage_ratio,enrich_cashflow_volatility,enrich_ltv,enrich_risk_score,enrich_triage_priority,expected_decision,reason_primary,reason_secondary,reason_tertiary
APP202600325,2025-06-05,Broker CSV,True,Non-Bank/Public Financier,South East,Hospitality,8.2,193470.11,138070.1,36,Hire Staff,True,Property,43.04,0,False,True,Low,False,False,0.74,0.4,1.41,0.19,0.45,53.7612,2,Accept,,,
APP202600489,2025-06-10,Broker CSV,True,Mid-Tier/Challenger Bank,Northern Ireland,Information & Communication,11.21,121083.48,116959.16,18,Equipment Lease Buyout,False,Equipment,67.89,0,False,True,Medium,False,False,0.87,0.2,1.13,0.22,0.853,51.34253333,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600422,2025-08-22,Web,False,Mid-Tier/Challenger Bank,Yorkshire & Humber,Wholesale,6.41,100000.0,47564.56,36,Equipment Lease Buyout,True,Debenture,99.0,0,False,True,Low,False,False,0.88,0.49,0.32,0.32,0.812,68.45333333,1,Decline,AFFORDABILITY_FAIL,,
APP202600166,2025-04-01,Web,True,Non-Bank/Public Financier,East Midlands,Information & Communication,8.17,208811.5,25000.0,36,Working Capital,True,None,30.48,1,False,True,Low,False,False,0.5,2.46,3.17,0.27,,55.79773333,2,Review,REVIEW_DOCS,REVIEW_CONFLICT,
APP202600875,2025-07-21,Portal Upload,True,Mid-Tier/Challenger Bank,North East,Health & Social Care,7.84,100000.0,44007.03,36,Working Capital,True,Mixed,57.56,0,False,True,Low,False,False,0.96,0.79,2.64,0.06,0.334,62.8068,1,Accept,,,
APP202600184,2025-06-10,Broker CSV,False,Mid-Tier/Challenger Bank,Scotland,Information & Communication,2.47,100000.0,103535.41,48,Marketing,False,Property,60.17,0,False,True,Low,False,False,0.62,0.3,2.31,0.33,0.351,52.3476,2,Accept,,,
APP202600333,2025-04-11,Web,True,Non-Bank/Public Financier,East of England,Health & Social Care,2.83,319773.9,209781.48,24,Refinance,False,Property,53.06,0,False,True,Low,False,False,0.84,0.2,1.85,0.36,0.471,52.13013333,1,Accept,,,
APP202600634,2025-06-17,Portal Upload,True,Mid-Tier/Challenger Bank,North East,Retail,20.93,1086513.6,90460.55,36,Asset Purchase,False,Debenture,68.31,0,False,True,Medium,False,False,0.62,2.15,1.78,0.24,0.612,67.80346667,2,Accept,,,
APP202600478,2025-08-06,Web,False,Non-Bank/Public Financier,London,Information & Communication,7.86,100000.0,25000.0,36,Working Capital,True,Equipment,73.4,0,False,True,Low,False,False,0.41,0.84,1.3,0.64,0.858,51.37866667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600404,2025-07-15,Portal Upload,True,Non-Bank/Public Financier,Scotland,Retail,7.08,100000.0,40440.11,12,Working Capital,True,None,45.29,0,False,True,Low,False,False,0.75,0.21,3.14,0.33,,44.55453333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600106,2025-07-29,Portal Upload,True,Alt Lender (Non-ML),West Midlands,Real Estate,3.7,100000.0,60158.09,18,Refinance,False,Equipment,44.39,0,False,True,Low,False,False,0.9,0.5,1.89,0.27,0.572,50.0992,1,Accept,,,
APP202600319,2025-05-17,Web,True,Mid-Tier/Challenger Bank,East of England,Hospitality,7.36,130584.97,49720.18,18,Asset Purchase,False,None,58.26,0,False,True,Low,False,False,0.91,0.73,1.98,0.22,,56.1228,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600312,2025-04-28,Web,True,Non-Bank/Public Financier,East of England,Wholesale,20.95,522195.43,55023.79,36,Hire Staff,True,None,74.53,0,False,True,Low,False,False,0.69,1.57,3.04,0.35,,63.94506667,2,Accept,,,
APP202600580,2025-06-19,Broker CSV,False,Mid-Tier/Challenger Bank,London,Information & Communication,21.15,211587.85,25940.14,36,Working Capital,True,Property,75.07,0,False,True,Low,False,False,0.93,1.54,4.84,0.19,0.33,69.26626667,1,Accept,,,
APP202600692,2025-08-22,Email CSV,True,Non-Bank/Public Financier,South West,Transportation & Storage,3.19,112417.89,57939.52,60,Marketing,False,None,65.81,1,False,True,Medium,False,False,0.53,0.26,2.14,0.12,,46.83346667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600385,2025-05-10,Email CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Retail,6.65,154064.54,89892.34,24,Asset Purchase,True,None,15.77,0,False,True,Low,False,False,0.74,0.23,2.25,0.32,,38.3656,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600529,2025-06-20,Portal Upload,True,Mid-Tier/Challenger Bank,East of England,Health & Social Care,2.86,755052.89,142162.49,48,Equipment Lease Buyout,False,Debenture,71.22,0,False,True,Low,False,False,0.83,0.74,2.44,0.29,0.731,56.47826667,1,Review,REVIEW_SECURITY,,
APP202600535,2025-07-17,Web,True,Non-Bank/Public Financier,North East,Construction,1.46,100000.0,83951.23,36,Growth/Expansion,False,Debenture,48.27,0,False,True,Low,False,False,0.67,0.23,2.5,0.18,0.55,48.58226667,2,Accept,,,
APP202600589,2025-05-17,Portal Upload,True,Mid-Tier/Challenger Bank,South West,Hospitality,7.52,321062.26,34362.05,36,Working Capital,False,Mixed,56.51,0,False,True,Low,False,False,0.5,1.66,2.62,0.43,0.461,57.05946667,2,Review,REVIEW_DOCS,,
APP202600840,2025-07-06,Web,False,Mid-Tier/Challenger Bank,South West,Manufacturing,5.26,118010.42,25000.0,18,Working Capital,False,None,73.39,1,False,True,Medium,False,False,0.52,1.11,2.73,0.18,,53.5892,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,REVIEW_SECURITY
APP202600094,2025-07-14,Broker CSV,False,Non-Bank/Public Financier,East of England,Agriculture,6.12,100000.0,31631.91,48,Equipment Lease Buyout,False,Property,32.94,0,False,True,Low,False,False,0.48,0.59,2.11,0.23,0.306,43.22986667,3,Decline,BUREAU_LOW,,
APP202600007,2025-08-24,Broker CSV,False,Non-Bank/Public Financier,North East,Hospitality,11.69,115270.86,53466.45,12,Inventory,False,Property,61.55,0,False,True,Low,False,False,0.78,0.61,1.13,0.2,0.344,59.66733333,2,Accept,,,
APP202600206,2025-05-06,Web,False,Mid-Tier/Challenger Bank,Northern Ireland,Manufacturing,4.97,887985.22,257071.07,12,Hire Staff,True,Debenture,78.5,0,False,True,Medium,False,False,0.9,1.32,3.25,0.25,0.594,63.47666667,1,Accept,,,
APP202600149,2025-08-20,Portal Upload,False,Mid-Tier/Challenger Bank,Scotland,Information & Communication,19.73,450729.65,78514.6,24,Equipment Lease Buyout,False,Equipment,57.69,0,False,True,Low,False,False,0.82,2.08,1.66,0.35,0.823,67.62986667,1,Accept,,,
APP202600895,2025-08-02,Portal Upload,False,Non-Bank/Public Financier,Yorkshire & Humber,Professional Services,4.0,100000.0,37797.87,24,Asset Purchase,False,None,86.06,0,False,True,Low,False,False,0.59,0.53,0.71,0.2,,58.67013333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600842,2025-07-02,Web,False,Mid-Tier/Challenger Bank,East of England,Wholesale,4.07,290486.29,25949.71,48,Inventory,False,Mixed,74.83,0,False,True,Low,False,False,0.89,2.12,1.71,0.6,0.601,73.1724,1,Accept,,,
APP202600124,2025-07-09,Portal Upload,False,Mid-Tier/Challenger Bank,East of England,Information & Communication,16.04,242438.21,117134.78,60,Working Capital,False,Debenture,75.76,0,False,True,Low,False,False,0.57,0.41,1.66,0.2,0.5,54.53946667,2,Review,REVIEW_DOCS,,
APP202600725,2025-04-26,Email CSV,True,Alt Lender (Non-ML),Northern Ireland,Transportation & Storage,7.16,100000.0,52592.96,48,Working Capital,True,None,60.01,0,False,True,Medium,False,False,0.92,0.4,2.71,0.29,,47.27946667,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600909,2025-07-31,Email CSV,True,Mid-Tier/Challenger Bank,North West,Professional Services,2.22,302694.59,69832.41,12,Equipment Lease Buyout,False,Debenture,54.33,0,False,True,Low,False,False,0.69,0.96,3.15,0.35,0.748,50.3424,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600155,2025-06-26,Broker CSV,True,Alt Lender (Non-ML),East of England,Manufacturing,7.82,412268.77,104959.42,24,Equipment Lease Buyout,False,Invoice Book,76.06,0,False,True,Low,False,False,0.57,1.46,3.9,0.07,0.658,59.6768,2,Accept,,,
APP202600363,2025-07-05,Broker CSV,False,Non-Bank/Public Financier,Wales,Real Estate,3.26,125301.36,106813.56,12,Working Capital,True,None,67.58,0,False,True,Medium,False,False,0.51,0.28,1.24,0.16,,50.02906667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600775,2025-07-01,Email CSV,True,Non-Bank/Public Financier,North West,Retail,2.52,117339.95,254386.43,36,Equipment Lease Buyout,False,None,54.04,0,False,True,Low,False,False,0.64,0.2,2.34,0.46,,46.4712,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600635,2025-04-02,Email CSV,True,Mid-Tier/Challenger Bank,South East,Construction,1.22,490417.98,25000.0,24,Marketing,True,None,79.77,0,False,True,Low,False,False,0.73,3.5,2.85,0.65,,73.4856,2,Accept,,,
APP202600851,2025-05-06,Broker CSV,True,Mid-Tier/Challenger Bank,South East,Professional Services,4.43,100000.0,46720.69,24,Growth/Expansion,True,Property,80.53,0,False,True,Low,False,False,0.76,0.91,1.26,0.12,0.578,68.7384,2,Accept,,,
APP202600626,2025-08-18,Portal Upload,False,Non-Bank/Public Financier,Northern Ireland,Manufacturing,2.74,118841.76,57160.38,24,Hire Staff,False,Debenture,52.75,0,False,True,Low,False,False,0.68,0.45,1.22,0.54,0.534,49.48333333,2,Accept,,,
APP202600410,2025-06-22,Broker CSV,True,Alt Lender (Non-ML),Northern Ireland,Agriculture,2.44,147967.56,75734.34,36,Working Capital,True,Mixed,38.62,0,False,True,Low,False,False,0.66,0.75,1.89,0.52,0.449,50.0636,2,Accept,,,
APP202600223,2025-05-18,Web,False,Alt Lender (Non-ML),East of England,Professional Services,2.99,100000.0,161618.02,24,Hire Staff,False,Property,50.6,0,False,True,Low,False,False,0.58,0.2,1.78,0.13,0.581,47.20466667,2,Review,REVIEW_DOCS,,
APP202600055,2025-05-18,Broker CSV,True,Mid-Tier/Challenger Bank,West Midlands,Professional Services,12.19,100000.0,76045.51,36,Working Capital,False,Property,50.04,0,False,True,Medium,False,False,0.52,0.37,1.66,0.33,0.638,42.65786667,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600162,2025-07-11,Portal Upload,False,Mid-Tier/Challenger Bank,South West,Hospitality,6.55,118843.52,158607.08,12,Marketing,True,Property,72.47,0,False,True,Low,False,False,0.95,0.26,0.21,0.34,0.665,63.2516,1,Accept,,,
APP202600208,2025-08-04,Portal Upload,True,Non-Bank/Public Financier,London,Retail,9.49,102337.5,290232.9,36,Asset Purchase,False,Property,47.22,0,False,True,Low,False,False,0.54,0.2,3.98,0.47,0.652,36.61493333,2,Review,REVIEW_DOCS,,
APP202600847,2025-04-15,Web,True,Alt Lender (Non-ML),Northern Ireland,Wholesale,4.14,100000.0,54013.3,24,Equipment Lease Buyout,True,Property,44.74,1,False,True,Low,False,False,0.7,0.94,2.15,0.15,0.365,57.00053333,2,Review,REVIEW_AFFORDABILITY,,
APP202600508,2025-05-28,Email CSV,False,Mid-Tier/Challenger Bank,West Midlands,Construction,2.06,100000.0,383836.49,36,Asset Purchase,False,Property,37.92,0,False,True,Low,False,False,0.79,0.2,2.18,0.57,0.542,43.81093333,2,Accept,,,
APP202600704,2025-08-10,Web,True,Alt Lender (Non-ML),North East,Health & Social Care,2.36,144304.63,139699.71,12,Equipment Lease Buyout,True,Property,70.23,0,False,True,Low,False,False,0.73,0.2,3.8,0.33,0.286,55.93773333,2,Accept,,,
APP202600466,2025-06-05,Broker CSV,False,Mid-Tier/Challenger Bank,East Midlands,Information & Communication,2.04,111665.94,100723.43,18,Working Capital,False,Property,56.63,0,False,True,Low,False,False,0.85,0.24,2.15,0.13,0.484,54.69973333,1,Accept,,,
APP202600600,2025-06-09,Email CSV,True,Mid-Tier/Challenger Bank,North West,Agriculture,3.55,100000.0,42641.8,24,Marketing,False,Equipment,76.77,0,False,True,Low,False,False,0.65,0.45,3.81,0.3,0.627,51.3356,2,Accept,,,
APP202600629,2025-07-04,Web,False,Mid-Tier/Challenger Bank,Yorkshire & Humber,Real Estate,6.14,130324.29,72198.04,24,Equipment Lease Buyout,True,Property,62.36,0,False,True,Low,False,False,0.75,0.38,2.65,0.16,0.467,56.50746667,2,Accept,,,
APP202600853,2025-07-30,Web,False,Mid-Tier/Challenger Bank,North East,Wholesale,4.13,113382.08,87114.79,24,Hire Staff,False,None,91.25,0,False,True,Medium,False,False,0.9,0.3,1.84,0.35,,57.25666667,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600187,2025-06-11,Broker CSV,True,Mid-Tier/Challenger Bank,Scotland,Professional Services,3.38,330334.63,403232.16,48,Working Capital,True,Property,79.16,0,False,True,Low,False,False,0.64,0.2,3.21,0.37,0.629,55.0848,2,Accept,,,
APP202600637,2025-07-03,Portal Upload,True,Mid-Tier/Challenger Bank,Wales,Hospitality,2.08,642781.19,29665.5,24,Working Capital,False,Property,77.34,0,False,True,Medium,False,False,0.81,3.5,2.59,0.15,0.318,78.03186667,1,Accept,,,
APP202600086,2025-06-05,Email CSV,False,Alt Lender (Non-ML),Wales,Agriculture,4.85,115675.47,54783.6,48,Growth/Expansion,False,Equipment,53.53,0,False,True,Low,False,False,0.57,0.62,1.85,0.23,0.651,47.38173333,2,Review,REVIEW_DOCS,,
APP202600145,2025-07-03,Broker CSV,False,Non-Bank/Public Financier,Yorkshire & Humber,Real Estate,8.64,100000.0,176012.54,24,Growth/Expansion,True,None,30.05,0,False,True,Low,False,False,0.85,0.2,1.84,0.38,,43.82066667,1,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600734,2025-08-13,Email CSV,False,Alt Lender (Non-ML),East Midlands,Information & Communication,7.63,100000.0,25000.0,60,Hire Staff,False,None,44.84,0,False,True,Low,False,False,0.77,1.65,4.05,0.42,,54.2552,2,Review,REVIEW_CONFLICT,,
APP202600287,2025-07-13,Broker CSV,False,Alt Lender (Non-ML),Scotland,Professional Services,2.99,1495203.46,79646.29,48,Hire Staff,False,Property,54.08,0,False,True,Low,False,False,0.52,3.5,2.52,0.11,0.569,68.1724,2,Accept,,,
APP202600965,2025-07-26,Web,True,Mid-Tier/Challenger Bank,North West,Manufacturing,24.38,108843.77,34527.96,36,Hire Staff,False,Invoice Book,58.45,1,False,True,Low,False,False,0.57,0.94,1.4,0.25,0.73,51.13933333,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600590,2025-06-06,Web,True,Alt Lender (Non-ML),London,Agriculture,6.74,100000.0,26343.76,24,Refinance,False,Mixed,59.34,0,False,True,Low,False,False,0.61,0.87,1.48,0.61,0.346,55.27186667,2,Accept,,,
APP202600712,2025-08-01,Portal Upload,True,Alt Lender (Non-ML),East Midlands,Retail,11.31,100000.0,45238.65,24,Growth/Expansion,True,Mixed,68.1,0,False,True,Low,False,False,0.77,0.83,2.35,0.33,0.664,58.97466667,2,Accept,,,
APP202600380,2025-07-20,Email CSV,False,Mid-Tier/Challenger Bank,Scotland,Health & Social Care,7.95,100000.0,80905.58,36,Asset Purchase,False,Property,80.82,0,False,True,High,False,False,0.73,0.23,2.09,0.12,0.432,56.53293333,2,Review,REVIEW_COMPLIANCE,,
APP202600089,2025-05-02,Broker CSV,True,Alt Lender (Non-ML),West Midlands,Real Estate,6.65,100000.0,85650.18,12,Marketing,False,Invoice Book,58.83,0,False,True,Low,False,False,0.31,0.2,2.51,0.27,0.863,40.88573333,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600977,2025-07-13,Email CSV,False,Mid-Tier/Challenger Bank,East Midlands,Agriculture,4.1,100000.0,63454.68,36,Working Capital,False,None,61.29,0,False,True,Low,False,False,0.38,0.38,3.39,0.36,,41.4512,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600349,2025-06-11,Broker CSV,True,Non-Bank/Public Financier,North East,Health & Social Care,40.0,436524.31,229432.89,60,Hire Staff,False,Mixed,53.03,0,False,True,Medium,False,False,0.73,0.4,1.02,0.21,0.354,51.1284,2,Review,REVIEW_COMPLIANCE,,
APP202600248,2025-06-23,Broker CSV,True,Mid-Tier/Challenger Bank,South West,Retail,24.87,1293517.08,25000.0,36,Growth/Expansion,True,Property,47.98,0,False,True,Low,False,False,0.72,3.5,1.88,0.52,0.444,72.60773333,2,Accept,,,
APP202600377,2025-04-30,Email CSV,True,Mid-Tier/Challenger Bank,North East,Real Estate,10.21,100849.36,103210.37,24,Inventory,False,Debenture,74.76,0,False,True,Low,False,False,0.93,0.59,0.92,0.22,0.713,61.24613333,1,Accept,,,
APP202600519,2025-07-14,Email CSV,True,Alt Lender (Non-ML),Yorkshire & Humber,Manufacturing,3.08,144816.05,279669.58,48,Working Capital,True,Debenture,59.49,0,False,True,Medium,False,False,0.78,0.37,2.75,0.32,0.674,47.60053333,2,Review,REVIEW_COMPLIANCE,,
APP202600202,2025-07-18,Portal Upload,True,Mid-Tier/Challenger Bank,East Midlands,Wholesale,8.11,111257.98,115547.11,36,Refinance,False,Debenture,75.02,1,False,True,Low,False,False,0.85,0.3,1.48,0.44,0.622,55.73226667,1,Accept,,,
APP202600940,2025-06-18,Email CSV,True,Non-Bank/Public Financier,West Midlands,Manufacturing,2.48,163054.27,43190.17,12,Refinance,False,Mixed,80.13,0,True,True,Low,False,False,0.58,0.84,3.64,0.33,0.466,50.02306667,2,Review,REVIEW_DOCS,,
APP202600810,2025-06-27,Portal Upload,True,Alt Lender (Non-ML),East of England,Wholesale,4.3,213935.25,48922.22,48,Refinance,True,Debenture,67.06,1,False,True,Low,False,False,0.59,0.9,1.37,0.19,0.634,57.44013333,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,
APP202600526,2025-07-14,Broker CSV,True,Mid-Tier/Challenger Bank,South West,Hospitality,8.39,100000.0,43536.35,36,Inventory,False,None,63.46,0,False,True,Low,False,False,0.85,0.59,0.68,0.11,,59.57213333,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600439,2025-08-14,Email CSV,True,Non-Bank/Public Financier,North West,Retail,5.22,100000.0,68796.34,24,Asset Purchase,False,Debenture,52.72,0,False,True,Low,False,False,0.82,0.2,3.65,0.55,0.622,44.22493333,1,Accept,,,
APP202600278,2025-05-14,Broker CSV,False,Non-Bank/Public Financier,East of England,Real Estate,3.21,100000.0,91762.04,24,Inventory,True,Equipment,46.4,1,False,True,Low,False,False,0.54,0.37,3.18,0.75,0.804,35.232,2,Decline,AFFORDABILITY_FAIL,VOLATILITY_HIGH,
APP202600663,2025-04-18,Portal Upload,True,Mid-Tier/Challenger Bank,West Midlands,Retail,5.65,100000.0,36853.68,48,Marketing,False,None,78.78,1,False,True,Low,False,False,0.73,0.51,3.45,0.33,,51.9184,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600354,2025-06-10,Email CSV,True,Mid-Tier/Challenger Bank,Scotland,Retail,6.42,100000.0,44624.83,48,Hire Staff,False,Mixed,63.22,0,False,True,Low,False,False,0.53,0.44,0.55,0.58,0.398,50.43826667,2,Review,REVIEW_DOCS,,
APP202600479,2025-06-16,Portal Upload,False,Mid-Tier/Challenger Bank,North East,Retail,5.01,151877.93,48232.77,36,Inventory,True,Property,81.34,0,False,True,Low,False,False,0.65,0.6,0.82,0.03,0.452,67.64186667,2,Accept,,,
APP202600579,2025-03-29,Web,False,Non-Bank/Public Financier,Wales,Manufacturing,2.41,100000.0,71664.67,18,Hire Staff,True,None,59.78,0,False,True,Low,False,False,0.72,0.55,3.92,0.83,,42.04173333,2,Decline,AFFORDABILITY_FAIL,VOLATILITY_HIGH,COLLATERAL_WEAK
APP202600351,2025-07-12,Broker CSV,True,Non-Bank/Public Financier,North East,Information & Communication,14.64,162903.08,119179.47,36,Inventory,False,Property,45.5,0,False,True,Medium,False,False,0.35,0.21,2.34,0.75,0.375,36.53,3,Decline,VOLATILITY_HIGH,,
APP202600715,2025-06-29,Email CSV,False,Alt Lender (Non-ML),Scotland,Construction,6.28,148040.14,25000.0,36,Growth/Expansion,False,None,55.26,1,False,True,Low,False,False,0.77,2.1,3.41,0.17,,64.91613333,2,Accept,,,
APP202600300,2025-08-16,Web,False,Mid-Tier/Challenger Bank,North West,Real Estate,18.66,609645.55,84850.32,24,Marketing,False,Debenture,75.96,0,False,True,Low,False,False,0.75,1.7,2.3,0.28,0.767,67.63213333,2,Accept,,,
APP202600652,2025-06-19,Portal Upload,True,Alt Lender (Non-ML),Scotland,Manufacturing,5.53,100000.0,25000.0,24,Growth/Expansion,True,Debenture,52.7,0,False,True,Low,False,False,0.7,1.35,0.43,0.25,0.796,63.64266667,2,Accept,,,
APP202600473,2025-05-29,Web,True,Mid-Tier/Challenger Bank,East of England,Information & Communication,32.98,575404.28,143495.31,12,Inventory,False,Property,79.64,0,False,True,Low,False,False,0.95,1.47,1.88,0.31,0.515,71.33253333,1,Accept,,,
APP202600337,2025-06-16,Web,True,Non-Bank/Public Financier,West Midlands,Professional Services,4.08,100000.0,35387.8,12,Equipment Lease Buyout,False,Mixed,44.03,0,False,True,Low,False,False,0.48,0.72,2.6,0.18,0.557,44.61173333,3,Review,REVIEW_DOCS,,
APP202600052,2025-06-21,Portal Upload,False,Mid-Tier/Challenger Bank,South East,Information & Communication,7.26,982854.01,342532.78,24,Refinance,False,None,60.7,0,False,True,Low,False,False,0.66,1.21,0.0,0.12,,65.206,2,Accept,,,
APP202600475,2025-07-18,Portal Upload,False,Alt Lender (Non-ML),South West,Agriculture,3.42,167450.88,84688.03,36,Equipment Lease Buyout,True,Equipment,32.99,1,False,False,Medium,False,False,0.77,0.95,1.53,0.44,0.822,43.9972,2,Decline,KYC_FAIL,BUREAU_LOW,
APP202600762,2025-07-18,Email CSV,False,Non-Bank/Public Financier,North East,Hospitality,9.59,100000.0,67053.56,18,Equipment Lease Buyout,True,Mixed,51.64,0,False,True,Low,False,False,0.48,0.38,2.24,0.11,0.653,47.40253333,3,Review,REVIEW_DOCS,,
APP202600504,2025-07-26,Broker CSV,True,Non-Bank/Public Financier,East Midlands,Hospitality,7.6,100000.0,179602.84,12,Asset Purchase,True,None,29.33,0,True,True,Low,False,False,0.89,0.28,2.11,0.21,,41.08906667,1,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600197,2025-04-29,Email CSV,False,Alt Lender (Non-ML),North West,Manufacturing,13.61,242189.18,39545.2,24,Growth/Expansion,True,None,50.37,0,False,True,Low,False,False,0.35,2.18,2.74,0.05,,61.19026667,3,Accept,,,
APP202600763,2025-06-17,Portal Upload,False,Mid-Tier/Challenger Bank,South West,Retail,17.46,169761.99,311761.74,36,Equipment Lease Buyout,True,Property,52.66,0,False,True,Low,False,False,0.41,0.2,2.31,0.21,0.336,48.9948,3,Review,REVIEW_DOCS,,
APP202600933,2025-08-15,Broker CSV,False,Non-Bank/Public Financier,Yorkshire & Humber,Professional Services,4.31,100000.0,115191.55,36,Equipment Lease Buyout,True,Equipment,87.55,0,False,True,Low,False,False,0.83,0.46,3.08,0.19,0.73,60.42733333,1,Accept,,,
APP202600516,2025-07-08,Email CSV,False,Alt Lender (Non-ML),Scotland,Hospitality,2.47,100000.0,99704.08,12,Marketing,True,Mixed,42.54,1,False,True,Low,False,False,0.6,0.3,2.62,0.33,0.438,46.91786667,2,Accept,,,
APP202600609,2025-06-25,Broker CSV,True,Non-Bank/Public Financier,London,Transportation & Storage,5.08,268855.98,32395.86,36,Asset Purchase,True,Mixed,43.79,0,False,True,Low,False,False,0.83,1.68,3.69,0.57,0.497,58.2612,1,Review,REVIEW_CONFLICT,,
APP202600281,2025-06-17,Portal Upload,True,Non-Bank/Public Financier,West Midlands,Retail,2.87,168243.67,25000.0,24,Marketing,False,Invoice Book,85.69,0,False,True,Low,False,False,0.34,1.35,3.31,0.13,0.806,58.15986667,3,Review,REVIEW_DOCS,REVIEW_SECURITY,
APP202600185,2025-05-15,Portal Upload,False,Non-Bank/Public Financier,East of England,Information & Communication,8.7,100000.0,178923.76,18,Asset Purchase,True,Property,73.99,0,False,True,Low,False,False,0.64,0.2,2.85,0.41,0.37,56.6672,2,Accept,,,
APP202600072,2025-04-10,Portal Upload,True,Non-Bank/Public Financier,North East,Agriculture,8.62,100000.0,481281.85,48,Equipment Lease Buyout,False,None,54.97,0,False,True,Medium,False,False,0.44,0.2,2.86,0.14,,42.21826667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600452,2025-06-11,Portal Upload,False,Mid-Tier/Challenger Bank,North West,Wholesale,9.51,393523.17,25000.0,36,Asset Purchase,False,Equipment,46.43,0,False,True,Low,False,False,0.92,3.48,1.55,0.37,0.7,71.38373333,1,Accept,,,
APP202600443,2025-07-30,Email CSV,True,Non-Bank/Public Financier,Scotland,Transportation & Storage,39.94,100000.0,25000.0,36,Equipment Lease Buyout,True,Debenture,53.7,0,False,True,Low,False,False,0.72,1.37,2.35,0.32,0.647,60.65266667,2,Accept,,,
APP202600765,2025-04-16,Broker CSV,True,Alt Lender (Non-ML),West Midlands,Real Estate,9.97,193708.3,55733.93,36,Marketing,False,Equipment,50.31,0,False,True,Low,False,False,0.86,1.3,2.87,0.33,0.783,55.16013333,1,Review,REVIEW_SECURITY,,
APP202600932,2025-07-16,Portal Upload,True,Alt Lender (Non-ML),North West,Hospitality,7.14,161169.06,57355.59,36,Refinance,True,None,61.57,0,False,True,Low,False,False,0.85,0.41,3.99,0.42,,47.2296,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600290,2025-07-08,Web,True,Mid-Tier/Challenger Bank,East Midlands,Construction,23.56,100000.0,46845.12,18,Working Capital,True,Debenture,54.55,0,False,True,Low,False,False,0.8,0.84,2.63,0.24,0.636,56.11733333,2,Accept,,,
APP202600134,2025-07-05,Broker CSV,False,Mid-Tier/Challenger Bank,Scotland,Manufacturing,12.45,100000.0,25000.0,12,Inventory,True,None,65.73,1,False,True,Low,False,False,0.41,1.94,1.37,0.12,,64.74773333,3,Accept,,,
APP202600680,2025-06-30,Portal Upload,False,Mid-Tier/Challenger Bank,North East,Professional Services,4.0,307375.24,105180.1,24,Inventory,False,Invoice Book,47.31,0,False,True,Low,False,False,0.82,1.11,1.47,0.21,0.655,57.5768,1,Accept,,,
APP202600922,2025-08-21,Broker CSV,True,Mid-Tier/Challenger Bank,Wales,Real Estate,4.18,165854.97,25000.0,24,Inventory,True,Equipment,79.9,0,False,True,Low,False,False,0.55,2.1,1.9,0.08,0.627,74.96866667,2,Accept,,,
APP202600347,2025-08-13,Email CSV,False,Non-Bank/Public Financier,London,Information & Communication,3.81,105428.45,528730.88,36,Refinance,True,None,65.34,1,False,True,Low,False,False,0.49,0.2,3.46,0.23,,43.62186667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
